Content,aspect_labels,sentiment_scores
my cat received a very good service from all involved thank you,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
every visit im happy with when we lost thatchers in july i couldnt of been happier with the way the staff were with us and thatchers last hour with us,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
just taken bert my border terrier  with upset stomachto the vet liverpool  the vet a very nice french lady was great with him  he hates all things vets especially  having his temperature taken but she was great with him and put him at ease would also like to say thanks to the receptionist with fair hair  always on the go but very polite and pleasant thank  you,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
brilliant service always helpful and caring staff,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i found them very friendlythe vets were knowledgeable and showed concern for my catwho unfortunately has been recently diagnosed with diabetesthey manage to keep the costs downthe parking is ample which is great,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
excellent friendly advice  i rescued a little pug from a puppy farm last year and so she came with lots of issues both physical and emotional  the vet have helped me support this little dog through a period of transition  she needed surgery to correct internal damage and i needed advice to be strong for her  i couldnt have done all this without the dedicated team at the vet being there for me every step of the way,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
lovely premises knowledgeable staff very friendly short waiting time very good value for money unlike other practices nearby all round a very positive experience would highly recommend,"[0, 0, 0, 1, 0, 0]","[0.0, 0.0, 0.0, 0.5, 0.0, 0.0]"
just like to think the vets are honest no hidden  costs springing on you later  hope they keep the  cost down where they can  people will come bk knowing their honesty  times are hard am registered at vets for pets but treatment is so expensive so l travel out to this one while there keeping there prices lowerup to now ive had gd experience thankyou,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
we are really happy with the vet each visit we have found the staff to be excellent friendly and helpful and have empathy the waiting area is always clean thank you pat and jon,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
setting up petplan for my cat went very smoothly  the receptionist was polite and obviously experienced,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
brilliant vets looked after our rabbit before during and after his operation highly recommended will not rip you off very reasonable prices,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i went to the vet with my dog yorkie for a 6 month health check my dog is always nervous going there to receive his check up luckily everything went great and quick customer service is polite and very helpful one more happy customer i would recommend this service to anyone,"[0, 1, 0, 0, 0, 0]","[0.0, 0.5, 0.0, 0.0, 0.0, 0.0]"
every time i go there it seems a long wait last 34 hour,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
lovely people lovely atmosphere x,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
each time i have visited the vet my dog has received excellent service and i would highly  recommend them to friends and family,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
very friendly and helpful staff and quickly seen by vet,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
we know that the vet offers a drop in service but every time we attend we  always seem to be left waiting for more than an hour perhaps it would be a good idea for just one of the vets or nursing staff to have appointments,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
the staff were really helpful and attentive lots of helpful advice and reassurance,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
the vet is the best vets iv attended with all my animals the staff are very friendly and always caring as an owner i want my pets to be looked after by someone  who cares so much for them ,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
very honest service informed me about costings before going ahead with any treatment im so glad i changed my vets and went to them  as my dog was suffering in pain and my previous veterinary practice hadnt got to the root cause of his problem but here they did  and i will always be very grateful to them,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
from start to finish a fantastic service will not be going anywhere else,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i find the waiting times far too long maybe it would be better to have booked appts my dog used to love going to the vets but now its an ordeal for him staff friendly enough no complaints there but he just gets really stressed now when it used to be an enjoyable little outing,"[0, 0, 0, 1, 0, 0]","[0.0, 0.0, 0.0, 0.5, 0.0, 0.0]"
excellent care and attention given by lady vet whilst administering my dogs annual booster and check up,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i have no problems regarding the vets it is run very well ,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
lovely clean relaxed environment not too long a wait to be seen concise diagnosis prompt treatment all in all good experience for dog and her hoooman,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
unfortunately the cat operation had to be postponed due to emergencies we were informed and will be returning this week,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
very caring and brilliant prices would recomend,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
very friendly staffvetsnurses and receptionist explains things well and discuss what needs doingtreat you as a valued customer they really care about animals and their owners,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
highly recommend the vet rosie is outstanding in her care for animals excellent value also much cheaper than our previous vets and i was dissatisfied with their service also  thank you for the excellent service,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
really recommend whenever it will be needed i will coming back  great care  wonderful doctors ,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
excellent service with compassionate knowledgeable vets and staff,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
always excellent service the vets are amazing very thorough caring understanding and professional i wouldnt take my dog anywhere else,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
staff are always friendly jen the vet has been brilliant during some crisis situations and always explains well very helpful separate waiting areas for cats and dogs is a welcome bonus morden clinic highly recommended,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
waited for 55 mins with no comments from reception team however vet apologised for delay and thanked me for my patience not much else you could do in the circumstances vets are always extremely pleasant and informative but reception needs better attitude towards customers and better attention,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
the vet who treated our budgerigar after being sadly attacked by our cat was fantastic he gave phoenix his full attention as if he isnt just a little bird but a great dane he was gentle with phoenix gave him an injection  also antibiotics for me to administer to phoenix through a teeny syringe for 10 days phoenix is recovering well  its thanks to this vet thank you,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
my little yorkshie terrier had sixteen teeth out the vet done a fantastic job within 12 hours my little yorkey was up and about and feedingthe after care was second to nonethe cost of the treatment was around 300 pounds cheaper than the nearest quotei would like to thank the vet and all the staff for a fantastic service and i would reccoment the vet to everyonea big big thankyou to alljim smith and benji,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
always worth the wait,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
friendly staff never had to wait very long to see a vet,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
reasonable prices and good service  only downside was they could not diagnose what was wrong with cat  so i have to wait and see,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
your scamless  u made me pay too much   as i got 3 other price quotes and so i hope u can sleep at night,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
excellent service but a bit of a long waitotherwise it would have been 5 star,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i love to take my dogs to the surgery the nurses and vets are wonderful with my dogs and i feel that they dont mind goingl would give them 10 out of   10,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
would recommend the vets to anyone the vet was very thorough,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
very kind and helpful was very friendly and cared a lot about my dog will be going back with my other 2 dogs the only thing i did find a little hard was they do not do a payment plan and that would help people on fix incomes like me but cant fault the staff or the service and i thank them,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
as always a very caring and professional service,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
excellent service requested to stay with my dog when he had his pre med before surgery kept me up to date when he was out of the first surgery and into the next surgery i rate your care and understanding of pet owners exceptional i would recommend everyone to this vet centre many thanks,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
we only took bertie in for his annual vaccinations but as always the care was excellent,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i brought a  3 month old puppy and on the sae day i was able to get hm chipped  wormed and flead i did not have to book a appointment and was seen quite efficiently,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
